,id,name,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour
63,2152964,152964 (2000 GP82),False,766.5755735311,1714.1150923063,1995-01-13,790001100000,Earth,10.7348065466,38645.3035676534
64,3263533,(2004 XG29),False,23.150212221,51.7654482198,1995-01-13,790006500000,Earth,17.1620093391,61783.2336206074
65,3736819,(2015 YE),False,55.5334911581,124.1766612574,1995-01-13,790009800000,Earth,18.7825458444,67617.1650396737
66,3361551,(2006 WR127),False,231.5021222103,517.6544821978,1995-01-13,790010940000,Earth,21.5193423706,77469.6325340826
67,3704145,(2015 AB246),False,80.2703167283,179.4898847799,1995-01-13,789962340000,Earth,11.5094811181,41434.1320250948
68,3314052,(2006 BO55),False,211.1324447897,472.1064988055,1995-01-13,789993720000,Earth,12.6021862577,45367.8705278892
69,2526742,526742 (2006 WR127),False,231.5021222103,517.6544821978,1995-01-13,790010940000,Earth,21.5193382684,77469.6177664031
70,3117420,(2002 EY2),True,366.9061375314,820.4270648822,1995-01-10,789703140000,Earth,18.9235619734,68124.8231042537
71,3620667,(2012 XP111),False,53.0340723319,118.5877908577,1995-01-10,789730620000,Earth,3.7998353604,13679.4072975604
72,2163023,163023 (2001 XU1),False,366.9061375314,820.4270648822,1995-01-10,789728400000,Earth,15.8881862568,57197.470524376
73,3366004,(2007 AA9),False,88.0146520901,196.8067450894,1995-01-10,789760140000,Earth,24.2888578981,87439.8884332712
74,3429684,(2008 TZ),False,22.1082810359,49.435619262,1995-01-10,789762000000,Earth,14.7612903218,53140.6451584192
75,3666685,(2014 FO38),False,14.6067964271,32.6617897446,1995-01-10,789715980000,Earth,8.4579845348,30448.744325168
76,3693721,(2014 US7),False,12.7219878539,28.4472296503,1995-01-10,789723540000,Earth,6.5357580312,23528.7289123058
77,3556126,(2011 BM45),True,127.2198785394,284.4722965033,1995-01-10,789702540000,Earth,21.9477292873,79011.8254344272
78,2526798,526798 (2007 AA9),False,88.0146520901,196.8067450894,1995-01-10,789760140000,Earth,24.2888578457,87439.8882443566
79,2452376,452376 (2002 AC5),True,265.8,594.3468684194,1995-01-11,789860160000,Earth,19.1764208552,69035.1150788215
80,3444551,(2009 BC11),False,92.1626548503,206.0819612321,1995-01-11,789864660000,Earth,24.9558613049,89841.1006977167
81,3520662,(2010 JR34),False,7.6657557353,17.1411509231,1995-01-11,789790920000,Earth,10.9692520182,39489.3072655639
82,3703538,(2015 AA44),False,44.1118199997,98.6370281305,1995-01-11,789845340000,Earth,22.4420465229,80791.3674822838
83,3740931,(2016 BA15),False,11.6025908209,25.9441817907,1995-01-11,789810000000,Earth,27.9092028908,100473.1304067126
84,3643994,(2013 LV28),False,461.9074602816,1032.8564805039,1995-01-11,789854940000,Earth,25.5080689974,91829.0483906022
85,2250680,250680 (2005 QC5),True,305.1792325939,682.4015094011,1995-01-11,789820140000,Earth,12.2268409668,44016.6274804832
86,3170204,(2003 YS17),True,127.2198785394,284.4722965033,1995-01-11,789797760000,Earth,7.7685401427,27966.7445137333
87,3401191,(2008 BP16),False,121.4940407996,271.6689340891,1995-01-11,789840840000,Earth,18.0991616726,65156.9820213503
88,3740043,(2016 AG165),False,183.8886720703,411.1875710413,1995-01-11,789806340000,Earth,8.6060682262,30981.8456144758
89,3655395,(2013 YM2),False,19.2555078188,43.0566244241,1995-01-11,789826920000,Earth,11.9321657219,42955.7965988119
90,3771630,(2017 FP2),False,192.5550781879,430.566244241,1995-01-11,789855060000,Earth,16.3288487248,58783.8554093462
91,3893736,(2019 WD5),True,116.0259082094,259.4418179074,1995-01-11,789794520000,Earth,14.2571658357,51325.7970085319
92,3837639,(2019 AT3),False,101.054341542,225.9643771094,1995-01-18,790416720000,Earth,28.5824222435,102896.7200765568
93,3753133,(2016 JU24),False,506.4714588346,1132.5046106177,1995-01-18,790440120000,Earth,16.4888463368,59359.8468124886
94,3837525,(2018 YK2),False,73.2073989347,163.696720474,1995-01-18,790396200000,Earth,26.2464317638,94487.1543496955
95,3797900,(2018 BJ5),False,127.2198785394,284.4722965033,1995-01-18,790406040000,Earth,11.9652284017,43074.8222459735
96,3704767,(2015 BE92),False,6.3760978988,14.2573883328,1995-01-18,790404840000,Earth,16.0531518159,57791.3465371435
97,3797753,(2018 BV1),False,36.6906137531,82.0427064882,1995-01-18,790388280000,Earth,15.980210136,57528.7564894243
98,3836878,(2018 XP3),False,69.9125232246,156.3291544087,1995-01-18,790420620000,Earth,8.8286222565,31783.0401233568
99,3748182,(2016 FJ3),False,80.2703167283,179.4898847799,1995-01-18,790425180000,Earth,13.299028136,47876.5012897044
100,2443103,443103 (2013 WT67),True,667.6594134952,1492.931834393,1995-01-19,790552500000,Earth,13.6305303871,49069.909393474
101,3283218,(2005 MF5),False,121.4940407996,271.6689340891,1995-01-19,790533360000,Earth,26.2349697378,94445.8910559763
102,3625335,(2013 BC70),False,40.2304579834,89.9580388169,1995-01-16,790266780000,Earth,18.6159784305,67017.5223496646
103,3749034,(2016 GN2),False,26.58,59.4346868419,1995-01-16,790226880000,Earth,13.3072235301,47906.0047083172
104,2002340,2340 Hathor (1976 UA),True,242.4124811008,542.0507863358,1995-01-16,790238100000,Earth,15.9597865749,57455.2316697415
105,3767255,(2017 BO32),False,36.6906137531,82.0427064882,1995-01-16,790236960000,Earth,7.3611501507,26500.1405424763
106,54016993,(2020 JG1),False,16.8249962697,37.6218353801,1995-01-16,790290360000,Earth,9.1421510542,32911.7437951207
107,3102762,(2002 AA29),False,40.2304579834,89.9580388169,1995-01-17,790310760000,Earth,12.9913363165,46768.8107394954
108,3956448,(2019 YP3),False,19.2555078188,43.0566244241,1995-01-17,790355280000,Earth,17.2344315811,62043.9536918491
109,3042899,(1999 VX15),False,461.9074602816,1032.8564805039,1995-01-21,790700220000,Earth,5.9359623692,21369.4645292485
110,2373579,373579 (2002 AW11),False,483.6764882185,1081.533506775,1995-01-21,790674900000,Earth,14.0998903803,50759.6053691574
111,3843085,(2019 NG),False,36.6906137531,82.0427064882,1995-01-21,790654860000,Earth,7.532718152,27117.7853473052
112,3788091,(2017 UR7),False,319.5618867213,714.5621017269,1995-01-22,790759920000,Earth,16.8844014801,60783.8453284741
113,3794988,(2017 YZ1),True,221.0828103591,494.3561926196,1995-01-22,790751640000,Earth,11.6741465305,42026.9275099544
114,2153315,153315 (2001 NH6),False,319.5618867213,714.5621017269,1995-01-22,790787820000,Earth,24.4218373587,87918.6144913344
115,2162463,162463 (2000 JH5),False,766.5755735311,1714.1150923063,1995-01-22,790779960000,Earth,17.3737842613,62545.6233405623
116,2306383,306383 (1993 VD),True,133.2155666981,297.8790627982,1995-01-22,790737960000,Earth,12.8996466693,46438.7280095876
117,3444370,(2009 BH2),False,88.0146520901,196.8067450894,1995-01-22,790777020000,Earth,22.3739049599,80546.0578557412
118,3448992,(2009 DD45),False,18.388867207,41.1187571041,1995-01-22,790756380000,Earth,17.2746114639,62188.6012700346
119,3611400,(2012 UC),False,26.58,59.4346868419,1995-01-22,790783440000,Earth,12.1185099373,43626.6357742159
120,3264189,(2004 YD),False,42.1264610556,94.1976305719,1995-01-20,790595640000,Earth,10.4078371003,37468.2135612528
121,3740496,(2016 AG193),False,53.0340723319,118.5877908577,1995-01-20,790606080000,Earth,15.259069392,54932.6498111989
122,3702918,(2014 YC9),False,44.1118199997,98.6370281305,1995-01-20,790605840000,Earth,7.5241225943,27086.8413394526
123,3092134,(1995 BK2),False,80.2703167283,179.4898847799,1995-01-29,791352120000,Earth,14.8737367384,53545.4522582771
124,2103067,103067 (1999 XA143),True,1160.2590820944,2594.4181790745,1995-01-29,791378400000,Earth,26.152266264,94148.1585503345
125,3802063,(2018 FV3),False,21.113244479,47.2106498806,1995-01-29,791406960000,Earth,4.7052001796,16938.7206464335
126,3798989,(2018 CA),False,53.0340723319,118.5877908577,1995-01-29,791399100000,Earth,10.0074485586,36026.8148110752
127,3769817,(2017 DU34),False,11.6025908209,25.9441817907,1995-01-29,791356500000,Earth,18.156127252,65362.0581071525
128,2396793,396793 (2004 JN2),False,253.8370293645,567.5968528656,1995-01-27,791215440000,Earth,14.1607747201,50978.7889925314
129,3114012,(2002 CP4),False,160.1603379786,358.1294030194,1995-01-27,791235060000,Earth,18.4440146132,66398.4526074944
130,3556968,(2011 CT4),True,183.8886720703,411.1875710413,1995-01-27,791174880000,Earth,29.4113861383,105880.9900977965
131,3768617,(2017 CP1),False,31.9561886721,71.4562101727,1995-01-27,791199900000,Earth,9.2549534024,33317.8322487111
132,3451792,(2009 FH),False,12.7219878539,28.4472296503,1995-01-27,791221260000,Earth,4.2327906836,15238.0464608016
133,3831167,(2018 TC),False,12.7219878539,28.4472296503,1995-01-27,791249160000,Earth,8.5994425119,30957.9930428901
134,3879275,(2019 UU1),False,2.2108281036,4.9435619262,1995-01-27,791239860000,Earth,7.3642513415,26511.3048293448
135,2393569,393569 (2003 JC13),False,231.5021222103,517.6544821978,1995-01-28,791315820000,Earth,20.74106128,74667.8206079143
136,3788891,(2017 UA45),False,16.0160337979,35.8129403019,1995-01-28,791321820000,Earth,3.664721939,13192.9989804473
137,3763424,(2016 VG2),False,350.3926411083,783.5017643338,1995-01-28,791277240000,Earth,15.9660121288,57477.6436636246
138,2005751,5751 Zao (1992 AC),False,2914.4390453486,6516.883821679,1995-01-25,791073240000,Earth,8.6774492303,31238.8172290412
139,3742048,(2016 CT30),False,350.3926411083,783.5017643338,1995-01-25,791073600000,Earth,15.1256980794,54452.5130859199
140,3689345,(2014 SW141),False,92.1626548503,206.0819612321,1995-01-25,791019960000,Earth,6.3517771942,22866.3978992155
141,3797849,(2018 BY2),True,211.1324447897,472.1064988055,1995-01-25,791020080000,Earth,17.8355471184,64207.9696261723
142,3724644,(2015 OL35),True,667.6594134952,1492.931834393,1995-01-25,791036040000,Earth,17.2838534152,62221.8722947351
143,3837955,(2019 BA1),False,96.5061469579,215.7943048444,1995-01-25,791049660000,Earth,19.4399963922,69983.9870118239
144,3365921,(2007 AM),False,121.4940407996,271.6689340891,1995-01-25,791059920000,Earth,26.0391297057,93740.866940381
145,3703539,(2015 AB44),False,80.2703167283,179.4898847799,1995-01-25,791045400000,Earth,18.068443554,65046.3967943636
146,3715092,(2015 FW284),False,27.8326768072,62.2357573367,1995-01-25,791002620000,Earth,12.9327582532,46557.9297115466
147,3827172,(2018 RC1),False,15.2951935344,34.201092472,1995-01-25,791036760000,Earth,6.4970772547,23389.4781170659
148,2496816,496816 (1989 UP),True,211.1324447897,472.1064988055,1995-01-26,791152800000,Earth,18.5649767737,66833.9163852563
149,3313726,(2006 BX7),False,31.9561886721,71.4562101727,1995-01-26,791127060000,Earth,18.4840450216,66542.5620779141
150,3001825,(1989 UP),True,183.8886720703,411.1875710413,1995-01-26,791107200000,Earth,18.5649764223,66833.9151204118
151,3019640,(1999 JE1),True,278.3267680719,622.3575733667,1995-01-26,791107200000,Earth,36.9271608962,132937.7792264395
152,3555677,(2011 BX11),False,73.2073989347,163.696720474,1995-01-26,791109300000,Earth,10.3152870051,37135.0332183913
153,3591721,(2011 YH28),True,221.0828103591,494.3561926196,1995-01-26,791104080000,Earth,28.9116973021,104082.1102876284
154,3727630,(2015 RE83),False,96.5061469579,215.7943048444,1995-01-26,791125980000,Earth,12.4523583777,44828.490159598
155,3746215,(2016 ED85),False,766.5755735311,1714.1150923063,1995-01-26,791136480000,Earth,17.5680986938,63245.1552976033
156,2162922,162922 (2001 OY13),True,183.8886720703,411.1875710413,1995-01-26,791106540000,Earth,7.1673309964,25802.3915869233
157,2508774,508774 (1999 JE1),True,291.4439045349,651.6883821679,1995-01-26,791112300000,Earth,36.9271610612,132937.7798204377
158,3742340,(2016 CJ136),False,127.2198785394,284.4722965033,1995-01-26,791127840000,Earth,16.1281080333,58061.1889197817
159,3759745,(2016 SN2),False,175.6123184804,392.6810818086,1995-01-26,791137860000,Earth,34.1722014834,123019.925340191
160,3638237,(2013 JN7),True,167.7084621628,375.0075217981,1995-01-23,790904040000,Earth,17.4160515605,62697.7856179688
161,3726014,(2015 PR228),True,291.4439045349,651.6883821679,1995-01-23,790872360000,Earth,15.4442462523,55599.2865082174
162,2340666,340666 (2006 RO36),False,732.0739893473,1636.96720474,1995-01-23,790877220000,Earth,13.4515927281,48425.7338209944
163,2418265,418265 (2008 EA32),False,1394.9382293439,3119.1767052261,1995-01-23,790864740000,Earth,18.3184771336,65946.5176808448
164,3378868,(2007 ML13),False,253.8370293645,567.5968528656,1995-01-23,790861920000,Earth,10.2254751657,36811.7105963641
165,3989181,(2020 BA8),False,84.0146411251,187.862448661,1995-01-23,790833300000,Earth,26.7410738185,96267.8657464297
166,3092136,(1995 DV1),False,66.7659413495,149.2931834393,1995-01-24,790962120000,Earth,10.1853480584,36667.2530102342
167,3837908,(2019 AN13),False,183.8886720703,411.1875710413,1995-01-24,790933740000,Earth,4.5464176773,16367.1036381088
168,3520755,(2010 JU39),True,319.5618867213,714.5621017269,1995-01-24,790934400000,Earth,29.0975746576,104751.2687672923
169,2494999,494999 (2010 JU39),True,305.1792325939,682.4015094011,1995-01-24,790969980000,Earth,29.0975653046,104751.2350965809
170,3645001,(2013 NT11),False,319.5618867213,714.5621017269,1995-01-24,790956300000,Earth,36.4922310614,131372.0318211192
171,3759724,(2016 SA2),False,6.0891262211,13.6157001539,1995-01-24,790954020000,Earth,6.9725764248,25101.2751293536
172,3767264,(2017 BS32),False,9.6506146958,21.5794304844,1995-01-24,790927860000,Earth,20.4060831379,73461.8992964429
173,3484929,(2010 AJ3),False,33.4622374455,74.8238376074,1995-01-24,790950780000,Earth,19.6716930299,70818.0949077268
174,3365986,(2007 AV2),True,160.1603379786,358.1294030194,1995-01-24,790982100000,Earth,23.8683562881,85926.0826372644
175,3405174,(2008 ED8),False,44.1118199997,98.6370281305,1995-02-04,791888760000,Earth,13.3177213241,47943.7967668918
176,3792431,(2017 XT61),False,60.8912622106,136.1570015386,1995-02-04,791858220000,Earth,9.3593034274,33693.4923385536
177,3837847,(2019 AC11),False,127.2198785394,284.4722965033,1995-02-05,792025200000,Earth,1.3333571378,4800.0856959605
178,3511508,(2010 CW180),False,253.8370293645,567.5968528656,1995-02-05,791980260000,Earth,11.657770373,41967.973342669
179,3827171,(2018 RX),False,366.9061375314,820.4270648822,1995-02-05,791944620000,Earth,20.774060424,74786.6175264752
180,3781883,(2017 SN14),False,461.9074602816,1032.8564805039,1995-02-05,792008220000,Earth,15.8578599967,57088.2959882395
181,2403039,403039 (2008 AE),False,305.1792325939,682.4015094011,1995-02-05,791985900000,Earth,6.0784978136,21882.5921288516
182,2417210,417210 (2005 XV77),False,201.6299194428,450.8582061718,1995-02-05,791998080000,Earth,18.8874457375,67994.8046550187
183,3309092,(2005 YR3),False,63.7609789875,142.5738833281,1995-02-05,791988900000,Earth,21.7872877584,78434.2359302324
184,3428255,(2008 SD85),False,69.9125232246,156.3291544087,1995-02-05,791952720000,Earth,17.3712451557,62536.4825605686
185,3660383,(2014 CE),False,11.0803882126,24.7765012606,1995-02-02,791691780000,Earth,13.4842097626,48543.1551454144
186,3092135,(1995 CS),False,21.113244479,47.2106498806,1995-02-02,791724000000,Earth,24.8346391163,89404.7008187466
187,3799759,(2018 DY3),False,19.2555078188,43.0566244241,1995-02-02,791738220000,Earth,5.3676044004,19323.3758412741
188,3437805,(2008 VR4),False,66.7659413495,149.2931834393,1995-02-02,791735040000,Earth,8.3904973465,30205.7904472893
189,3730580,(2015 TY237),True,133.2155666981,297.8790627982,1995-02-02,791768940000,Earth,14.6181287101,52625.2633562682
190,3703542,(2015 AE44),False,31.9561886721,71.4562101727,1995-02-03,791835960000,Earth,6.7460042913,24285.6154486303
191,3780765,(2017 QB2),False,35.0392641108,78.3501764334,1995-02-03,791803260000,Earth,6.6223534637,23840.472469422
192,3770144,(2017 DV37),False,253.8370293645,567.5968528656,1995-02-03,791830920000,Earth,3.7225446963,13401.1609068421
193,3708364,(2015 BP509),False,7.3207398935,16.3696720474,1995-02-03,791797920000,Earth,25.7737656571,92785.5563657094
194,3843842,(2019 RL3),False,127.2198785394,284.4722965033,1995-02-03,791791920000,Earth,17.0563194182,61402.7499056338
195,2455176,455176 (1999 VF22),True,192.5550781879,430.566244241,1995-02-01,791597340000,Earth,40.5274283635,145898.7421084301
196,3472700,(2009 UZ87),False,17.561231848,39.2681081809,1995-02-01,791658360000,Earth,18.6971068429,67309.5846344717
197,3767325,(2017 BK92),True,192.5550781879,430.566244241,1995-02-01,791679360000,Earth,35.0340043592,126122.4156930422
198,3840753,(2019 FY2),False,8.801465209,19.6806745089,1995-02-01,791649660000,Earth,16.5295257061,59506.2925419208
199,3825584,(2018 NR1),False,31.9561886721,71.4562101727,1995-02-01,791626680000,Earth,9.3495624665,33658.4248794278
200,3780805,(2017 QN16),False,127.2198785394,284.4722965033,1995-02-01,791672820000,Earth,7.7078305278,27748.1899001228
201,3313556,(2006 BP6),False,192.5550781879,430.566244241,1995-01-30,791461440000,Earth,22.2742184969,80187.1865888605
202,2387648,387648 (2002 RT25),False,350.3926411083,783.5017643338,1995-01-30,791432400000,Earth,15.7296446272,56626.7206579171
203,3797908,(2018 BK5),False,63.7609789875,142.5738833281,1995-01-30,791477820000,Earth,15.9653601056,57475.2963802219
204,3775044,(2017 KP27),False,18.388867207,41.1187571041,1995-01-30,791500140000,Earth,5.2075876342,18747.3154832336
205,3170203,(2003 YX1),True,175.6123184804,392.6810818086,1995-01-31,791539200000,Earth,6.4129404844,23086.5857437658
206,3368734,(2007 DH8),False,27.8326768072,62.2357573367,1995-01-31,791515980000,Earth,9.923215131,35723.5744716026
207,3752779,(2016 JZ5),False,10.5816885933,23.6613750114,1995-01-31,791568720000,Earth,16.4781785233,59321.4426840186
208,2508908,508908 (2003 YX1),True,175.6123184804,392.6810818086,1995-01-31,791593500000,Earth,6.4129404807,23086.5857304812
209,3278402,(2005 KA),False,30.5179232594,68.2401509401,1995-01-31,791554080000,Earth,4.2343745681,15243.7484451027
210,3323934,(2006 DX),False,44.1118199997,98.6370281305,1995-01-31,791556720000,Earth,3.7577068852,13527.7447866089
211,3596843,(2012 BG86),False,133.2155666981,297.8790627982,1995-01-31,791568600000,Earth,35.5609456643,128019.4043916208
212,3989251,(2020 BA11),False,122.787731711,274.5617149089,1995-01-31,791565540000,Earth,22.4430609927,80795.0195737844
213,3989211,(2020 BL9),False,76.410840459,170.8598334843,1995-01-31,791568780000,Earth,13.9867238342,50352.2058030358
214,3446396,(2009 CT5),False,461.9074602816,1032.8564805039,1995-02-08,792248100000,Earth,39.6053279147,142579.1804929074
215,2162854,162854 (2001 DE47),False,421.2646105562,941.9763057186,1995-02-08,792237360000,Earth,10.8299289252,38987.7441306826
216,3764806,(2016 WU7),False,24.2412481101,54.2050786336,1995-02-08,792274980000,Earth,25.2112885871,90760.6389134336
217,3837976,(2019 BR1),False,201.6299194428,450.8582061718,1995-02-08,792241260000,Earth,16.3037277839,58693.4200219309
218,3381448,(2007 PV27),True,242.4124811008,542.0507863358,1995-02-09,792292740000,Earth,14.9377142983,53775.771473867
219,3550089,(2010 UY7),False,5.3034072332,11.8587790858,1995-02-09,792368040000,Earth,6.2443682031,22479.7255313062
220,3309829,(2005 YL128),False,183.8886720703,411.1875710413,1995-02-09,792347520000,Earth,13.2817427849,47814.2740256807
221,3837987,(2019 BO2),False,16.0160337979,35.8129403019,1995-02-09,792342660000,Earth,24.8346139002,89404.6100407693
222,3560054,(2011 FK1),False,48.3676488219,108.1533506775,1995-02-06,792087240000,Earth,7.5248159935,27089.3375767437
223,3684006,(2014 QV296),False,46.1907460282,103.2856480504,1995-02-06,792096840000,Earth,21.7373225662,78254.3612381832
