,amazon_product_url,author,description,publisher,title,_id.$oid,bestsellers_date.$date.$numberLong,published_date.$date.$numberLong,price.$numberInt,rank.$numberInt,rank_last_week.$numberInt,weeks_on_list.$numberInt,price.$numberDouble
13,http://www.amazon.com/Twenty-Wishes-Blossom-Street-Books/dp/0778326314?tag=NYTBS-20,Debbie Macomber,A widow who owns a bookstore on Blossom Street compiles a list of things she always wanted to do.,Mira,TWENTY WISHES,5b4aa4ead3089013507db198,1211587200000,1212883200000,,14,10,4,24.95
14,http://www.amazon.com/Hold-Tight-Harlan-Coben/dp/0525950605?tag=NYTBS-20,Jeff Shaara,A novel about the Allied invasion in France in World War II.,Ballantine,THE STEEL WAVE,5b4aa4ead3089013507db199,1211587200000,1212883200000,28,15,11,2,
15,http://www.amazon.com/Executive-Privilege-Novel-Phillip-Margolin/dp/0061236217?tag=NYTBS-20,Phillip Margolin,,HarperCollins Publishers,EXECUTIVE PRIVILEGE,5b4aa4ead3089013507db19a,1211587200000,1212883200000,0,16,0,0,
16,http://www.amazon.com/Unaccustomed-Vintage-Contemporaries-Jhumpa-Lahiri/dp/0307278255?tag=NYTBS-20,Jhumpa Lahiri,Stories of the anxiety and transformation experienced by Bengalis in America.,Knopf,UNACCUSTOMED EARTH,5b4aa4ead3089013507db19b,1211587200000,1212883200000,0,17,0,0,
17,http://www.amazon.com/Netherland-A-Novel-Joseph-ONeill/dp/0307377040?tag=NYTBS-20,Joseph O'Neill,A Dutchman deserted by his wife after 9/11 finds solace in New York’s immigrant cricket scene.,Knopf Publishing Group,NETHERLAND,5b4aa4ead3089013507db19c,1211587200000,1212883200000,0,18,0,0,
18,http://www.amazon.com/The-Appeal-John-Grisham/dp/0440243815?tag=NYTBS-20,John Grisham,Political and legal intrigue ensue when a Mississippi court rules against a company accused of dumping toxic waste.,Doubleday Publishing,THE APPEAL,5b4aa4ead3089013507db19d,1211587200000,1212883200000,0,19,0,0,
19,http://www.amazon.com/Indiana-Jones-Kingdom-Crystal-Skull/dp/0345501284?tag=NYTBS-20,James Rollins,,Random House Publishing Group,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL,5b4aa4ead3089013507db19e,1211587200000,1212883200000,0,20,0,0,
20,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db19f,1212192000000,1213488000000,,1,0,1,25.95
21,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1a0,1212192000000,1213488000000,,2,2,4,25.99
22,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",Bantam,ODD HOURS,5b4aa4ead3089013507db1a1,1212192000000,1213488000000,27,3,1,2,
23,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1a2,1212192000000,1213488000000,,4,3,3,24.95
24,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1a3,1212192000000,1213488000000,,5,6,5,24.99
25,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1a4,1212192000000,1213488000000,,6,0,1,25.95
26,http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,A Massachusetts state investigator and his team from “At Risk” confront a rogue association of municipal police departments.,Putnam,THE FRONT,5b4aa4ead3089013507db1a5,1212192000000,1213488000000,,7,4,2,22.95
27,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,This continuation of the James Bond franchise finds Bond tracking a dangerous pharmaceutical executive amid cold war tensions with the help of a beautiful girl.,Doubleday,DEVIL MAY CARE,5b4aa4ead3089013507db1a6,1212192000000,1213488000000,,8,0,1,24.95
28,http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,Putnam,PHANTOM PREY,5b4aa4ead3089013507db1a7,1212192000000,1213488000000,,9,7,4,26.95
29,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,An aging porn queen aims to cap her career by having sex on film with 600 men in one day.,Doubleday,SNUFF,5b4aa4ead3089013507db1a8,1212192000000,1213488000000,,10,5,2,24.95
30,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,Morrow,SHADOW OF POWER,5b4aa4ead3089013507db1a9,1212192000000,1213488000000,,11,0,1,26.95
31,http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,"In Cornwall, trying to recover from his wife’s death, Detective Thomas Lynley becomes involved in a murder investigation.",Harper,CARELESS IN RED,5b4aa4ead3089013507db1aa,1212192000000,1213488000000,,12,9,4,27.95
32,http://www.amazon.com/The-Whole-Truth-David-Baldacci/dp/0446539686?tag=NYTBS-20,David Baldacci,An intelligence agent and a journalist team up against a warmongering defense contractor.,Grand Central,THE WHOLE TRUTH,5b4aa4ead3089013507db1ab,1212192000000,1213488000000,,13,10,6,26.99
33,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1ac,1212192000000,1213488000000,,14,13,2,23.95
34,http://www.amazon.com/Careless-Red-Novel-Elizabeth-George/dp/0061160873?tag=NYTBS-20,Troy Denning,"The New Jedi order battles Darth Caedus, Darth Vader’s grandson; a “Star Wars: Legacy of the Force” novel.",Del Rey/Ballantine,INVINCIBLE,5b4aa4ead3089013507db1ad,1212192000000,1213488000000,27,15,11,3,
35,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Jimmy Buffett,A Southern family tries to hide its pet pig at a New York luxury hotel.,"Little, Brown",SWINE NOT?,5b4aa4ead3089013507db1ae,1212192000000,1213488000000,0,16,0,0,
36,http://www.amazon.com/Blue-Smoke-Murder-Elizabeth-Lowell/dp/0060829869?tag=NYTBS-20,Elizabeth Lowell,,HarperCollins Publishers,BLUE SMOKE AND MURDER,5b4aa4ead3089013507db1af,1212192000000,1213488000000,0,17,0,0,
37,http://www.amazon.com/Unaccustomed-Earth-Jhumpa-Lahiri/dp/0307265730?tag=NYTBS-20,James Frey,"A novel, set in Los Angeles, by the author of ""A Million Little Pieces.""",Harper,BRIGHT SHINY MORNING,5b4aa4ead3089013507db1b0,1212192000000,1213488000000,0,18,0,0,
38,http://www.amazon.com/The-Enchantress-Florence-A-Novel/dp/0679640517?tag=NYTBS-20,Salman Rushdie,,Random House Publishing Group,THE ENCHANTRESS OF FLORENCE,5b4aa4ead3089013507db1b1,1212192000000,1213488000000,0,19,0,0,
39,http://www.amazon.com/Unaccustomed-Vintage-Contemporaries-Jhumpa-Lahiri/dp/0307278255?tag=NYTBS-20,Jhumpa Lahiri,Stories of the anxiety and transformation experienced by Bengalis in America.,Knopf,UNACCUSTOMED EARTH,5b4aa4ead3089013507db1b2,1212192000000,1213488000000,0,20,0,0,
40,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,Jack Reacher exposes the secrets of a Colorado town.,Delacorte,NOTHING TO LOSE,5b4aa4ead3089013507db1b3,1212796800000,1214092800000,27,1,0,1,
41,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1b4,1212796800000,1214092800000,,2,2,5,25.99
42,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1b5,1212796800000,1214092800000,,3,0,1,26.95
43,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1b6,1212796800000,1214092800000,,4,4,4,24.95
44,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db1b7,1212796800000,1214092800000,,5,1,2,25.95
45,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1b8,1212796800000,1214092800000,,6,6,2,25.95
46,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",Bantam,ODD HOURS,5b4aa4ead3089013507db1b9,1212796800000,1214092800000,27,7,3,3,
47,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1ba,1212796800000,1214092800000,,8,5,6,24.99
48,http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,A Marine pilot spies in  Argentina in 1943; the fourth book in the Honor Bound series.,Putnam,DEATH AND HONOR,5b4aa4ead3089013507db1bb,1212796800000,1214092800000,,9,0,1,26.95
49,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,An aging porn queen aims to have sex on film with 600 men.,Doubleday,SNUFF,5b4aa4ead3089013507db1bc,1212796800000,1214092800000,,10,10,3,24.95
50,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,James Bond tracks a dangerous executive amid cold war tensions with the help of a beautiful girl.,Doubleday,DEVIL MAY CARE,5b4aa4ead3089013507db1bd,1212796800000,1214092800000,,11,8,2,24.95
51,http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,Putnam,PHANTOM PREY,5b4aa4ead3089013507db1be,1212796800000,1214092800000,,12,9,5,26.95
52,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,Morrow,SHADOW OF POWER,5b4aa4ead3089013507db1bf,1212796800000,1214092800000,,13,11,2,26.95
53,http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,A Massachusetts state investigator and his team from “At Risk” confront a rogue association of municipal police departments.,Putnam,THE FRONT,5b4aa4ead3089013507db1c0,1212796800000,1214092800000,,14,7,3,22.95
54,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1c1,1212796800000,1214092800000,,15,14,3,23.95
55,http://www.amazon.com/The-Spies-Warsaw-A-Novel/dp/0812977378?tag=NYTBS-20,Alan Furst,Intrigue in Poland just before World War II.,Random House,THE SPIES OF WARSAW,5b4aa4ead3089013507db1c2,1212796800000,1214092800000,25,16,0,1,
56,http://www.amazon.com/The-Garden-Last-Days-Novel/dp/0393041654?tag=NYTBS-20,Andre Dubus,,"Norton & Company, Incorporated, W. W.",THE GARDEN OF LAST DAYS,5b4aa4ead3089013507db1c3,1212796800000,1214092800000,0,17,0,0,
57,http://www.amazon.com/The-Enchantress-Florence-A-Novel/dp/0679640517?tag=NYTBS-20,Salman Rushdie,,Random House Publishing Group,THE ENCHANTRESS OF FLORENCE,5b4aa4ead3089013507db1c4,1212796800000,1214092800000,0,18,0,0,
58,http://www.amazon.com/Resolution-Robert-B-Parker/dp/0425227995?tag=NYTBS-20,Robert B Parker,,Penguin Group (USA) Incorporated,RESOLUTION,5b4aa4ead3089013507db1c5,1212796800000,1214092800000,0,19,0,0,
59,http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,"In Cornwall, trying to recover from his wife's death, Detective Thomas Lynley becomes involved in a murder investigation.",Harper,CARELESS IN RED,5b4aa4ead3089013507db1c6,1212796800000,1214092800000,0,20,0,0,
60,http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster when someone attempts to destroy a family.,"Little, Brown",SAIL,5b4aa4ead3089013507db1c7,1213401600000,1214697600000,,1,0,1,27.99
61,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,Jack Reacher exposes the secrets of a Colorado town.,Delacorte,NOTHING TO LOSE,5b4aa4ead3089013507db1c8,1213401600000,1214697600000,27,2,1,2,
62,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1c9,1213401600000,1214697600000,,3,2,6,25.99
63,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1ca,1213401600000,1214697600000,,4,3,2,26.95
64,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1cb,1213401600000,1214697600000,,5,4,5,24.95
65,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1cc,1213401600000,1214697600000,,6,6,3,25.95
66,http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Detectives Lincoln Rhyme and Amelia Sachs come up against a criminal who uses identity theft to frame innocent people for murdering his victims.,Simon & Schuster,THE BROKEN WINDOW,5b4aa4ead3089013507db1cd,1213401600000,1214697600000,,7,0,1,26.95
67,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",Bantam,ODD HOURS,5b4aa4ead3089013507db1ce,1213401600000,1214697600000,27,8,7,4,
68,http://www.amazon.com/Married-Lovers-Jackie-Collins/dp/0312341814?tag=NYTBS-20,Jackie Collins,An affair between a beautiful personal trainer and a producer married to Hollywood royalty leads to ­murder.,St. Martin’s,MARRIED LOVERS,5b4aa4ead3089013507db1cf,1213401600000,1214697600000,,9,0,1,26.95
69,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1d0,1213401600000,1214697600000,,10,8,7,24.99
70,http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,A Marine pilot spies in Argentina in 1943; the fourth book in the Honor Bound series.,Putnam,DEATH AND HONOR,5b4aa4ead3089013507db1d1,1213401600000,1214697600000,,11,9,2,26.95
71,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db1d2,1213401600000,1214697600000,,12,5,3,25.95
72,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1d3,1213401600000,1214697600000,,13,15,4,23.95
73,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A young mute who can communicate with dogs his family raises takes refuge with three of them in the Wisconsin woods after his uncle murders his father.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db1d4,1213401600000,1214697600000,,14,0,1,25.95
74,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,James Bond tracks a dangerous executive amid cold war tensions with the help of a beautiful girl.,Doubleday,DEVIL MAY CARE,5b4aa4ead3089013507db1d5,1213401600000,1214697600000,,15,11,3,24.95
75,http://www.amazon.com/The-Appeal-John-Grisham/dp/0440243815?tag=NYTBS-20,John Grisham,Political and legal intrigue ensue when a Mississippi court rules against a company accused of dumping toxic waste.,Doubleday Publishing,THE APPEAL,5b4aa4ead3089013507db1d6,1213401600000,1214697600000,0,16,0,0,
76,http://www.amazon.com/The-Spies-Warsaw-A-Novel/dp/0812977378?tag=NYTBS-20,Alan Furst,Intrigue in Poland just before World War II.,Random House,THE SPIES OF WARSAW,5b4aa4ead3089013507db1d7,1213401600000,1214697600000,0,17,0,0,
77,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,An aging porn queens aims to cap her career by having sex on film with 600 men in one day.,Doubleday,SNUFF,5b4aa4ead3089013507db1d8,1213401600000,1214697600000,0,18,0,0,
78,http://www.amazon.com/The-Brief-Wondrous-Life-Oscar/dp/1594483299?tag=NYTBS-20,Junot Díaz,A nerdy Dominican-American struggles to escape a family curse.,Riverhead,THE BRIEF WONDROUS LIFE OF OSCAR WAO,5b4aa4ead3089013507db1d9,1213401600000,1214697600000,0,19,0,0,
79,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,Morrow,SHADOW OF POWER,5b4aa4ead3089013507db1da,1213401600000,1214697600000,0,20,0,0,
80,http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db1db,1214006400000,1215302400000,,1,0,1,27.95
81,http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster when someone attempts to destroy a family.,"Little, Brown",SAIL,5b4aa4ead3089013507db1dc,1214006400000,1215302400000,,2,1,2,27.99
82,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1dd,1214006400000,1215302400000,,3,3,7,25.99
83,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1de,1214006400000,1215302400000,,4,6,4,25.95
84,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1df,1214006400000,1215302400000,,5,5,6,24.95
85,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,Jack Reacher exposes the secrets of a Colorado town.,Delacorte,NOTHING TO LOSE,5b4aa4ead3089013507db1e0,1214006400000,1215302400000,27,6,2,3,
86,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1e1,1214006400000,1215302400000,,7,4,3,26.95
87,http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Detectives Lincoln Rhyme and Amelia Sachs confront a criminal who frames innocent people.,Simon & Schuster,THE BROKEN WINDOW,5b4aa4ead3089013507db1e2,1214006400000,1215302400000,,8,7,2,26.95
88,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A mute takes refuge with three dogs in the Wisconsin woods after his uncle murders his father.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db1e3,1214006400000,1215302400000,,9,14,2,25.95
89,http://www.amazon.com/No-Choice-But-Seduction-Malory/dp/1416537333?tag=NYTBS-20,Johanna Lindsey,"Sir Anthony Malory’s daughter is kidnapped, with repercussions for Katey and Boyd Anderson.",Pocket Books,NO CHOICE BUT SEDUCTION,5b4aa4ead3089013507db1e4,1214006400000,1215302400000,25,10,0,1,
90,http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,A woman’s life changes when she rents out rooms in her Nantucket house.,"Viking, $24.95",THE BEACH HOUSE,5b4aa4ead3089013507db1e5,1214006400000,1215302400000,0,11,0,1,
91,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",Bantam,ODD HOURS,5b4aa4ead3089013507db1e6,1214006400000,1215302400000,27,12,8,5,
